ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;local_code;coordinates
BR-0227;small_airport;Fazenda Panambi Airstrip;3025.0;SA;BR;BR-MG;Buritis;SNLC;MG0307;-15.823305, -46.465488
BR-0228;small_airport;Fazenda Triunfo Airstrip;;SA;BR;BR-MG;;;;-15.68727, -44.476848
BR-0229;small_airport;Jaíba Airstrip;;SA;BR;BR-MG;Jaíba;;;-15.334222, -43.689039
BR-0230;small_airport;Montezuma Airport;;SA;BR;BR-MG;Montezuma;;;-15.177854, -42.507661
BR-0231;small_airport;Cachoeira da Prata Airstrip;;SA;BR;BR-MG;;;;-15.361892, -42.371236
BR-0232;small_airport;Vargem Grande do Rio Pardo Airstrip;;SA;BR;BR-MG;Vargem Grande do Rio Pardo;;;-15.361532, -42.21974
BR-0233;small_airport;Trajanópolis Airstrip;;SA;BR;BR-GO;Trajanópolis;;;-15.255545, -48.277789
BR-0234;small_airport;Jalles Machado Airstrip;;SA;BR;BR-GO;;;;-15.083994, -49.294977
BR-0235;small_airport;Juscelândia Airstrip;;SA;BR;BR-GO;Juscelândia;;;-15.117624, -49.31236
BR-0236;small_airport;Simplício Mendes Airstrip;;SA;BR;BR-PI;Simplício Mendes;;;-7.823368, -41.958934
BR-0237;small_airport;Jaicós Airstrip;;SA;BR;BR-PI;Jaicós;;;-7.342569, -41.141514
BR-0238;small_airport;Valença do Piauí Airport;1148.0;SA;BR;BR-PI;Valença do Piauí;SDKE;PI0073;-6.388103, -41.763983
BR-0239;small_airport;Canavieira Airstrip;;SA;BR;BR-PI;Canavieira;;;-7.68378, -43.71091
BR-0240;small_airport;Mirador Airstrip;;SA;BR;BR-MA;Mirador;;;-6.36777, -44.347317
BR-0241;small_airport;Pedro II Airstrip;;SA;BR;BR-PI;Pedro II;;;-4.431367, -41.434319
BR-0242;closed;Ipu Airstrip;760.0;SA;BR;BR-CE;Ipu;;;-4.299787, -40.677053
BR-0243;small_airport;Canindé Airstrip;;SA;BR;BR-CE;Canindé;;;-4.324935, -39.250419
BR-0244;small_airport;Solonópole Airstrip;;SA;BR;BR-CE;Solonópole;;;-5.713798, -39.00966
BR-0245;small_airport;Independência Airport;;SA;BR;BR-CE;Independência;;;-5.376942, -40.29623
BR-0246;small_airport;Jaguaribe Airstrip;;SA;BR;BR-CE;Jaguaribe;;;-5.854545, -38.573393
BR-0247;small_airport;Pau dos Ferros Airport;2615.0;SA;BR;BR-RN;Pau dos Ferros;SSKJ;RN0012;-6.154339, -38.196588
BR-0248;small_airport;Caraúbas Airstrip;;SA;BR;BR-RN;Caraúbas;;;-5.777501, -37.552745
BR-0249;small_airport;Luís Antônio Fontenele - Cocal da Estação Airport;482.0;SA;BR;BR-PI;Cocal;SSKE;PI0053;-3.455071, -41.604942
BR-0250;small_airport;Fazenda Providência Airport;640.0;SA;BR;BR-MT;Rodolândia;;;-10.114436, -61.391242
BR-0251;small_airport;Fazenda Pertinho do Céu Airport;2152.0;SA;BR;BR-MT;Guiratinga;SDFE;MT0035;-16.474263, -53.911738
BR-0252;small_airport;Fazenda Fusão Airport;646.0;SA;BR;BR-AM;Lábrea;SDFF;AM0027;-9.569238, -67.305229
BR-0253;heliport;CADF Helipad;4022.0;SA;BR;BR-DF;Brasília;SDFG;DF0009;-15.836657, -48.084369
BR-0254;heliport;Lagoa Corporate Heliport;194.0;SA;BR;BR-MA;São Luís;SDFL;MA0055;-2.499876, -44.307767
BR-0255;small_airport;Fazenda Varnier Airport;1167.0;SA;BR;BR-MT;Brasnorte;SJVA;SJVA;-12.99317, -57.41081
BR-0256;heliport;Praia da Fazenda Heliport;7.0;SA;BR;BR-RJ;Angra dos Reis;SDFN;RJ0036;-23.047614, -44.350848
BR-0257;small_airport;Wai Wai Airstrip;;SA;BR;BR-PA;Oriximiná;;;-0.69927, -57.969545
BR-0258;small_airport;Yanomami Airstrip;;SA;BR;BR-AM;;;;1.617119, -63.65329
BR-0259;small_airport;Japurá Airport;305.0;SA;BR;BR-AM;Japurá;SDC8;AM0102;-1.896111, -67.019444
BR-0260;small_airport;Madiberi Airstrip;;SA;BR;BR-AM;Madiberi;;;-7.279778, -65.192102
BR-0261;small_airport;Governador José B. Lindoso Airport;538.0;SA;BR;BR-AM;Ipixuna;SD8C;AM0098;-7.036471, -71.687788
BR-0262;small_airport;Natal Airstrip;;SA;BR;BR-AC;Natal;;;-9.398827, -72.718563
BR-0263;small_airport;Pedro Vieira Moreira Airport;1099.0;SA;BR;BR-PB;Cajazeiras;SJZA;PB0004;-6.8827, -38.61583
BR-0264;small_airport;Matheus Lopes Maia da Silva Airport;390.0;SA;BR;BR-AM;Itamarati;SSSM;AM0091;-6.41454, -68.257845
BR-0265;heliport;Sapucaí Heliport;269.0;SA;BR;BR-RJ;Rio de Janeiro;SWSS;SWSS;-22.909722, -43.198333
BR-0266;small_airport;Savana Airport;574.0;SA;BR;BR-RO;Jaru;SIBN;RO0011;-10.440823, -62.507014
BR-0267;small_airport;Irmãos Gonçalves Airport;656.0;SA;BR;BR-RO;Jaru;SIDG;RO0012;-10.423643, -62.517625
BR-0268;small_airport;Poxoréo Airstrip;;SA;BR;BR-MT;Poxoréo;;;-15.806366, -54.422609
BR-0269;small_airport;Fazenda Mutum Airstrip;;SA;BR;BR-MS;Fazenda Mutum;;;-20.494047, -53.287484
BR-0270;small_airport;Barra Airstrip;;SA;BR;BR-MS;Barra;;;-21.315795, -53.088728
BR-0271;small_airport;Santa Rita do Pardo Airstrip;;SA;BR;BR-MS;Santa Rita do Pardo;;;-21.272796, -52.853856
BR-0272;small_airport;Fazenda São João Airstrip;;SA;BR;BR-MS;;;;-21.65328, -52.426395
BR-0273;small_airport;Fazenda Porto Real Airstrip;;SA;BR;BR-GO;;;;-13.434052, -47.152733
BR-0274;small_airport;New Arraias Airport;;SA;BR;BR-TO;Arraias;;;-12.967626, -46.857667
BR-0275;small_airport;Lavandeira Airstrip;;SA;BR;BR-TO;Lavandeira;;;-12.808092, -46.501759
BR-0276;small_airport;Almas Airstrip;;SA;BR;BR-TO;Almas;;;-11.579887, -47.162158
BR-0277;small_airport;Pindorama do Tocantins Airstrip;;SA;BR;BR-TO;Pindorama do Tocantins;;;-11.151329, -47.580019
BR-0278;small_airport;Cotegipe Airstrip;;SA;BR;BR-BA;Cotegipe;;;-12.042221, -44.260973
BR-0279;small_airport;Wanderley Airstrip;;SA;BR;BR-BA;Wanderley;;;-12.103822, -43.906958
BR-0280;small_airport;Fazenda Paraíso das Corredeiras Airstrip;;SA;BR;BR-BA;;;;-13.115192, -44.681977
BR-0281;small_airport;Fazenda Santo Antônio da Serra do Boqueirão Airstrip;1391.0;SA;BR;BR-BA;Wanderley;SDQJ;BA0075;-11.660292, -43.817836
BR-0282;small_airport;Fazenda Miragem Airstrip;;SA;BR;BR-BA;Wanderley;;;-11.819883, -43.804469
BR-0283;small_airport;Morpará Airstrip;;SA;BR;BR-BA;Morpará;;;-11.573253, -43.26358
BR-0284;small_airport;Fazenda São José Airport;2096.0;SA;BR;BR-MT;Poxoréo;SWJO;SWJO;-15.433611, -54.440833
BR-0285;heliport;Cepasa Heliport;299.0;SA;BR;BR-PE;Jaboatão dos Guararapes;SWZU;PE0059;-8.128333, -35.013056
BR-0286;heliport;Quick Alameda das Águas Heliport;4199.0;SA;BR;BR-MG;Nova Lima;SDAV;MG0211;-20.1725, -43.920277
BR-0287;heliport;Rio Alpha Heliport;495.0;SA;BR;BR-RJ;Rio de Janeiro;SDAZ;RJ0029;-22.909138, -43.18136
BR-0288;small_airport;Fazenda Modelo Airstrip;223.0;SA;BR;BR-PA;Aurora do Pará;SDWM;;-2.265221, -47.594317
BR-0289;small_airport;Mãe do Rio Airstrip;;SA;BR;BR-PA;Mãe do Rio;;;-2.042421, -47.526413
BR-0290;small_airport;Quatros Bocas Airport;;SA;BR;BR-PA;Quatros Bocas;;;-2.424256, -48.241523
BR-0291;small_airport;Fazenda XV de Outubro;810.0;SA;BR;BR-ES;Colatina;SWZH;ES0011;-19.464338, -40.667485
BR-0292;heliport;Haras Recanto dos Gypsies Heliport;1736.0;SA;BR;BR-SP;Porto Feliz;SWZF;SP0845;-23.236696, -47.500403
BR-0293;heliport;Fronteira Heliport;269.0;SA;BR;BR-SP;Ilhabela;SWZB;SP0844;-23.767603, -45.348194
BR-0294;small_airport;Fazenda Ressaca Airport;420.0;SA;BR;BR-MT;Cáceres;SWUR;SWUR;-16.18861, -57.705555
BR-0295;closed;Abunã Airstrip;333.0;SA;BR;BR-RO;Abunã;;;-9.71045, -65.35793
BR-0296;small_airport;Fazenda Nossa Senhora Aparecida Airport;1358.0;SA;BR;BR-MT;Nova Ubiratã;SIAP;MT0077;-12.999543, -55.213927
BR-0297;small_airport;Cidade Eclética Airstrip;3662.0;SA;BR;BR-GO;Cidade Eclética;;;-15.867516, -48.338193
BR-0298;closed;Fazenda do Leão;3361.0;SA;BR;BR-GO;Corumbá de Goiás;;;-15.888598, -48.807736
BR-0299;small_airport;Itapirapuã Airport;1142.0;SA;BR;BR-GO;Itapirapuã;;;-15.814734, -50.607237
BR-0300;closed;Uvá Airstrip;1378.0;SA;BR;BR-GO;Uvá;;;-15.900328, -50.443026
BR-0301;small_airport;Fazenda Uvá Airport;1293.0;SA;BR;BR-GO;Uvá;;;-15.848721, -50.428838
BR-0302;closed;Jucara Airport;1287.0;SA;BR;BR-GO;Jussara;;;-15.860782, -50.883648
BR-0303;closed;Fazenda Santa Helena I Airstrip;1087.0;SA;BR;BR-GO;Jussara;;;-15.75612, -50.934768
BR-0304;closed;Bandeirantes Airport;810.0;SA;BR;BR-GO;São José dos Bandeirantes;;;-13.690586, -50.790833
BR-0305;closed;Rio Araguaia Southwest Airport;671.0;SA;BR;BR-TO;;;;-12.224243, -50.636373
BR-0306;small_airport;Rio Araguaia Northeast airport;675.0;SA;BR;BR-MT;;;;-12.140605, -50.677037
BR-0307;small_airport;Gaelo Airport;49.0;SA;BR;BR-RS;Charqueadas;SIRD;RS0067;-29.975833, -51.620277
BR-0308;small_airport;Novo Santo Antônio Airport;672.0;SA;BR;BR-MT;Novo Santo Antônio;;;-12.296635, -50.978455
BR-0309;heliport;Chopper Solution Heliport;62.0;SA;BR;BR-CE;Eusébio;SDKN;CE0029;-3.844717, -38.442581
BR-0310;small_airport;Fazenda Pirangi Airport;1234.0;SA;BR;BR-MS;Nova Andradina;SDKP;MS0035;-22.268333, -53.433056
BR-0311;small_airport;Fazenda América Airstrip;1230.0;SA;BR;BR-MT;Porto dos Gaúchos;SWZM;MT0447;-11.542272, -56.521434
BR-0312;small_airport;Base Aeroverde Airport;2822.0;SA;BR;BR-GO;Rio Verde;SWZL;GO0152;-17.741666, -50.968612
BR-0313;small_airport;Fazenda Colorado;;SA;BR;BR-PI;Bom Jesus;;;-9.255833, -44.799444
BR-0314;small_airport;Fazenda Santa Rita I Airport;676.0;SA;BR;BR-MS;Pedro Gomes;SWOY;MS0390;-17.901166, -54.657828
BR-0315;small_airport;Fazenda Ranchinho do Guaporé Airport;689.0;SA;BR;BR-MT;Pontes e Lacerda;SSZX;MT0633;-15.698689, -59.925463
BR-0316;heliport;Fazenda Água Fria Heliport;2552.0;SA;BR;BR-MG;Esmeraldas;SWAF;MG0276;-19.804265, -44.324971
BR-0317;small_airport;Itaquí Southeast Airport;236.0;SA;BR;BR-RS;Itaquí;;;-29.162495, -56.517523
BR-0318;heliport;Cooperativa Lar Heliport;1601.0;SA;BR;BR-PR;Medianeira;SSLC;;-25.27427, -54.067369
BR-0319;small_airport;Doze de Outubro Airport;397.0;SA;BR;BR-AM;Maués;;;-5.340555, -57.763889
BR-0320;heliport;Quick Fazenda Cachoeira Heliport;2441.0;SA;BR;BR-MG;Esmeraldas;SDCI;MG0213;-19.818125, -44.344756
BR-0321;small_airport;Celeiro 2 Airport;2110.0;SA;BR;BR-PI;Gilbués;SDCX;PI0013;-9.400432, -45.129098
BR-0322;small_airport;Ninho do Bacurau;1447.0;SA;BR;BR-BA;Bom Jesus da Lapa;SDDB;BA0070;-13.248888, -43.496667
BR-0323;heliport;Difusora Heliport;49.0;SA;BR;BR-MA;São Luís;SDDF;MA0054;-2.52454, -44.290602
BR-0324;heliport;Empresarial Charles Darwin Heliport;463.0;SA;BR;BR-PE;Recife;SDEC;PE0020;-8.065511, -34.896482
BR-0325;heliport;Eco Fly Heliport;2612.0;SA;BR;BR-SP;Ferraz de Vasconcelos;SDEF;SP0315;-23.532365, -46.386267
BR-0326;small_airport;Guatambu São Paulo Airport;2182.0;SA;BR;BR-SP;São Paulo;SIAB;SP0170;-23.621055, -48.510232
BR-0327;small_airport;Fazenda Retiro do Bom Fim Airport;1401.0;SA;BR;BR-MG;Ipiaçu;SIBJ;MG0090;-18.681382, -49.987223
BR-0328;heliport;Águas Finas Heliport;476.0;SA;BR;BR-PE;Paudalho;SIAF;PE0025;-7.909668, -35.048359
BR-0329;heliport;Estância Colorado Heliport;2372.0;SA;BR;BR-SP;Sales Oliveira;SNFK;SP0698;-20.758691, -47.86329
BR-0330;small_airport;Fazenda Vargem Bonita de Cima Airstrip;1755.0;SA;BR;BR-MG;João Pinheiro;;;-17.307006, -45.92607
BR-0331;heliport;Porto dos Sonhos Heliport;23.0;SA;BR;BR-RJ;Armação de Búzios;SWZJ;RJ0172;-22.761712, -41.941738
BR-0332;heliport;Bahiamido Heliport;666.0;SA;BR;BR-BA;Laje;SWYZ;BA0239;-13.108977, -39.284284
BR-0333;small_airport;Fazenda Sagarana Airport;3163.0;SA;BR;BR-BA;Correntina;SWYU;BA0188;-13.752462, -46.16238
BR-0334;small_airport;Fazenda Brusque Airport;984.0;SA;BR;BR-PA;São Félix do Xingu;SWYQ;PA0152;-9.28425, -51.75188
BR-0335;small_airport;Fazenda Carrapato Airport;453.0;SA;BR;BR-CE;Itapipoca;SWYL;CE0025;-3.511518, -39.643354
BR-0336;heliport;Iporanga Heliport;5397.0;SA;BR;BR-SP;Campos do Jordão;SWYI;SP0843;-22.703517, -45.512447
BR-0337;heliport;Ambipar Heliport;2044.0;SA;BR;BR-SP;Nova Odessa;SWYF;SP0842;-22.760091, -47.254118
BR-0338;heliport;Spazio Faria LimaHeliport;2740.0;SA;BR;BR-SP;São Paulo;SWYD;SP0841;-23.585222, -46.682383
BR-0339;small_airport;Fazenda Rancho Alegre I Airport;860.0;SA;BR;BR-MT;Vila Bela da Santíssima Trindade;SWYC;MT0435;-16.255972, -59.716035
BR-0340;small_airport;Fazenda Vô Zeca Airport;686.0;SA;BR;BR-MT;Santa Terezinha;;;-10.35564, -50.682799
BR-0341;small_airport;Fazenda Santa Terezinha I;722.0;SA;BR;BR-MT;Santa Terezinha;SIWT;MT0147;-10.361881, -50.610394
BR-0342;small_airport;Fazenda Chapada Grande Airport;1378.0;SA;BR;BR-PI;Regeneração;SJKG;PI0026;-6.348867, -42.474947
BR-0343;heliport;Fazenda Angical Heliport;948.0;SA;BR;BR-BA;Nordestina;SJKH;BA0207;-10.903838, -39.420339
BR-0344;heliport;Castello 54 Heliport;2457.0;SA;BR;BR-SP;Araçariguama;SJCO;SP0607;-23.430882, -47.111798
BR-0345;heliport;AVL Heliport;89.0;SA;BR;BR-RJ;Conceição de Macabu;SSAX;RJ0143;-22.100428, -41.782074
BR-0346;closed;Fazenda Americana Airport;535.0;SA;BR;BR-MA;Barra do Corda;;;-5.618611, -45.265555
BR-0347;heliport;SENAI/SESI/CNI Heliport;3780.0;SA;BR;BR-DF;Brasília;SNAW;DF0015;-15.790665, -47.879049
BR-0348;heliport;Amazônia Heliport;2841.0;SA;BR;BR-SP;Barueri;SNAZ;SP0690;-23.492824, -46.84993
BR-0349;heliport;BMR Medical Heliport;2930.0;SA;BR;BR-PR;Campina Grande do Sul;SNBB;PR0128;-25.34695, -49.057376
BR-0350;small_airport;Fazenda Bela Vista Airport;840.0;SA;BR;BR-MS;Novo Horizonte do Sul;SNBE;MS0200;-22.617232, -53.580533
BR-0351;heliport;Eco Aviação Heliport;2290.0;SA;BR;BR-MG;Belo Horizonte;SWAH;MG0277;-19.842128, -43.871418
BR-0352;heliport;N. S. A. Heliport;5663.0;SA;BR;BR-SP;Campos do Jordão;SNBK;SNBK;-22.7384254, -45.540062
BR-0353;small_airport;Fazenda Dois Irmãos Airport;1381.0;SA;BR;BR-MS;Naviraí;SNDI;SNDI;-22.792222, -54.179444
BR-0355;heliport;Helinorte;2605.0;SA;BR;BR-SP;São Paulo;SSUH;SSUH;-23.415, -46.580555
BR-0356;small_airport;Fazenda Guadiana Airport;1493.0;SA;BR;BR-SP;Martinópolis;SIGY;SP0178;-22.074271, -51.038782
BR-0357;heliport;Evolution Corporate Heliport;3002.0;SA;BR;BR-SP;Barueri;SDEG;SP0316;-23.504682, -46.850985
BR-0358;heliport;Hospital Zona Norte Heliport;361.0;SA;BR;BR-AM;Manaus;SDEH;AM0056;-2.998256, -60.029901
BR-0359;heliport;Fundação Bradesco Heliport;1978.0;SA;BR;BR-SP;Campinas;SDFB;SP0325;-22.964558, -47.07714
BR-0360;small_airport;Fazenda Valença Airport;1759.0;SA;BR;BR-MS;Rio Negro;SDFY;MS0028;-19.411443, -55.173784
BR-0361;heliport;Hellix Business Center Heliport;230.0;SA;BR;BR-RJ;Itaboraí;SDHN;RJ0042;-22.744207, -42.852195
BR-0362;heliport;REC Berrini Helipad;2835.0;SA;BR;BR-SP;São Paulo;SDBR;SP0299;-23.608637, -46.694598
BR-0363;small_airport;Fazenda Santana Airport;2592.0;SA;BR;BR-BA;Riachão das Neves;SDFZ;BA0072;-11.667513, -45.727424
BR-0364;small_airport;Adecoagro Airport;1207.0;SA;BR;BR-MS;Angélica;SDGA;MS0029;-22.039121, -53.846011
BR-0365;small_airport;Usina Santa Luzia Airport;1336.0;SA;BR;BR-MS;Nova Alvorada do Sul;SDGF;MS0030;-21.552911, -54.23414
BR-0366;small_airport;Fazenda São José Airport;971.0;SA;BR;BR-MS;Porto Murtinho;SDGJ;MS0031;-21.332724, -56.910956
BR-0367;heliport;Grupo Petrópolis Heliport;2625.0;SA;BR;BR-RJ;Petrópolis;SDGK;RJ0038;-22.352445, -43.164285
BR-0368;small_airport;Fazenda Mucambo Airport;2507.0;SA;BR;BR-MG;Baldim;SDGM;MG0081;-19.290439, -43.889987
BR-0369;small_airport;Fazenda Gaivota Airport;1529.0;SA;BR;BR-MT;Paranatinga;SDGP;MT0036;-14.0125, -53.466667
BR-0370;heliport;Ceta Ecotel Heliport;30.0;SA;BR;BR-AP;Macapá;;;-0.0478, -51.1186
BR-0371;small_airport;A2 Aviação Agrícola Ltda Airport;942.0;SA;BR;BR-MT;Alta Floresta;SIJQ;MT0099;-10.068612, -55.995278
BR-0372;small_airport;Jeová Gomes Airport;154.0;SA;BR;BR-CE;Limoeiro do Norte;SDGQ;CE0014;-5.193456, -38.144054
BR-0373;heliport;Conde Heliport;3980.0;SA;BR;BR-MG;Nova Lima;SDGV;MG0215;-19.9945, -43.952202
BR-0374;heliport;Ji Paraná Tradição Heliport;568.0;SA;BR;BR-RO;Ji-Paraná;SDHJ;RO0039;-10.933595, -61.926452
BR-0375;small_airport;Fazenda Ouro Branco Airport;1263.0;SA;BR;BR-MT;Porto dos Gaúchos;SDHS;MT0037;-12.017777, -56.413611
BR-0376;small_airport;Ajarani 2 Airstrip;135.0;SA;BR;BR-RR;Iracema;SDIR;RR0002;1.887366, -62.018592
BR-0377;heliport;Unimed Heliport;2087.0;SA;BR;BR-MS;Campo Grande;SDIU;MS0405;-20.450382, -54.576069
BR-0378;small_airport;MGX Florestal Airport;2559.0;SA;BR;BR-MG;Ninheira;SDIX;MG0083;-15.499887, -41.565833
BR-0379;heliport;Dois Irmãos Heliport;39.0;SA;BR;BR-PE;Recife;;;-8.014555, -34.93821
BR-0380;small_airport;Fazenda Diamante Airport;1788.0;SA;BR;BR-PI;Baixa Grande do Ribeiro;SDIZ;PI0014;-9.058762, -45.504167
BR-0381;small_airport;Fazenda São João do Pirajá Airstrip;1854.0;SA;BR;BR-PI;Currais;SDJG;PI0015;-8.99928, -44.591333
BR-0382;heliport;Cananéia Heliport;30.0;SA;BR;BR-SP;Cananéia;SNNJ;SP0719;-25.007831, -47.924935
BR-0383;heliport;HTO - Horto da Paz Heliport;2822.0;SA;BR;BR-SP;Itapecerica da Serra;SNNI;SNNI;-23.728392, -46.885955
BR-0384;small_airport;Fazenda Locks Airport;1299.0;SA;BR;BR-MT;Nova Maringá;SNNL;SNNL;-12.798737, -57.129145
BR-0385;closed;Gravatá Heliport;141.0;SA;BR;BR-PE;Gravatá;;;-8.187697, -35.497589
BR-0386;small_airport;Clube CÉU Airport;49.0;SA;BR;BR-RJ;Rio de Janeiro;SIAN;RJ0020;-22.96126, -43.659414
BR-0387;small_airport;Fazenda Poças Airport;456.0;SA;BR;BR-MT;Santo Antônio do Leverger;SWXS;MT0432;-16.161389, -56.007778
BR-0388;heliport;Interpolos Heliport;210.0;SA;BR;BR-SC;Timbó;SSIP;SSIP;-26.847613, -49.267606
BR-0389;heliport;Hospital Regional do Sertão Central Heliport;768.0;SA;BR;BR-CE;Quixeramobim;SJQE;SJQE;-5.181512, -39.261732
BR-0390;heliport;Condomínio Edifício Paulista Plaza Heliport;2913.0;SA;BR;BR-SP;São Paulo;SIGO;SP0495;-23.57361, -46.641769
BR-0391;small_airport;Pista Fogoió;390.0;SA;BR;BR-PA;Itaituba;SNFG;PA0089;-5.359444, -57.520007
BR-0392;heliport;SESC Triunfo Heliport;3583.0;SA;BR;BR-PE;Triunfo;SSTH;SSTH;-7.842986, -38.109267
BR-0393;heliport;Villa Otto Baumgart Heliport;5676.0;SA;BR;BR-SP;Campos do Jordão;SDUH;SDUH;-22.743763, -45.563107
BR-0394;heliport;Praia do Paiva Heliport;3.0;SA;BR;BR-PE;Jaboatão dos Guararapes;SWXI;PE0058;-8.239522, -34.938377
BR-0395;heliport;Sierra Wriskey Victor Romeu Heliport;49.0;SA;BR;BR-MA;Penalva;SSSX;SSSX;-3.265627, -45.181765
BR-0396;heliport;Central Engenharia Heliport;62.0;SA;BR;BR-MA;São Luís;SICE;MA0057;-2.535175, -44.299808
BR-0397;small_airport;Simão Sarkis Simão Airport;1886.0;SA;BR;BR-MG;Três Marias;SIBO;MG0091;-18.308846, -45.29456
BR-0398;heliport;Haras RM Heliport;79.0;SA;BR;BR-CE;Aquiraz;SIAH;CE0031;-3.913101, -38.4348
BR-0399;small_airport;Tenoar Airport;2694.0;SA;BR;BR-MS;Chapadão do Sul;SDRV;MS0049;-18.748165, -52.686835
BR-0400;small_airport;Fazenda Reserva Airstrip;1050.0;SA;BR;BR-MS;Ribas do Rio Pardo;SDRW;MS0050;-21.511361, -53.196792
BR-0401;small_airport;Centro Brasileiro de Aviação Agrícola Experimental e Recreativo (CBAAER) Airport;3146.0;SA;BR;BR-DF;Brasília;SDCB;DF0021;-15.773333, -47.702816
BR-0402;small_airport;Condomínio Fly Vila Resort Airport;2582.0;SA;BR;BR-MG;Guapé;SSVG;MG0190;-20.761307, -45.986143
BR-0403;heliport;Rio Pardo Heliport;2119.0;SA;BR;BR-SP;Iaras;SDJJ;SP0362;-22.87129, -49.047609
BR-0404;small_airport;JN Resort Airport;2638.0;SA;BR;BR-MG;Sete Lagoas;SDJR;MG0084;-19.430741, -44.304789
BR-0405;small_airport;Fazenda São José Airport;344.0;SA;BR;BR-RS;São Gabriel;SDJZ;RS0056;-29.951531, -54.148725
BR-0406;heliport;Sucupira Helipad;2760.0;SA;BR;BR-SP;São Paulo;SDDS;SP0311;-23.624125, -46.70343
BR-0407;small_airport;Geraldo Alvino Covre Airport;344.0;SA;BR;BR-ES;Pinheiros;SWBQ;ES0010;-18.463066, -40.17637
BR-0408;small_airport;J Lem Airport;2408.0;SA;BR;BR-BA;Luís Eduardo Magalhães;SNJL;BA0139;-12.125186, -45.771057
BR-0409;heliport;Wessel Heliport;2329.0;SA;BR;BR-SP;Araçariguama;SDKW;SP0378;-23.416111, -47.108611
BR-0410;small_airport;Fazenda Serra Azul Airport;1089.0;SA;BR;BR-MT;Rosário Oeste;SDKX;MT0038;-14.62657, -55.649945
BR-0411;small_airport;Fazenda Barra Grande Airport;945.0;SA;BR;BR-MT;Confresa;SDLD;MT0039;-10.138273, -51.994144
BR-0412;small_airport;Fazenda Pato Branco Airport;2392.0;SA;BR;BR-MS;São Gabriel do Oeste;SDLH;MS0036;-19.31996, -54.520702
BR-0413;heliport;Hangar 77 Heliport;105.0;SA;BR;BR-SC;Guabiruba;SDLS;SC0042;-27.083707, -48.964796
BR-0414;small_airport;Muraro Airport;2411.0;SA;BR;BR-SP;Itupeva;SDMA;SP0120;-23.185832, -47.060518
BR-0415;small_airport;Fazenda Tropical Airport;1302.0;SA;BR;BR-MS;Brasilândia;SDMK;MS0411;-20.970556, -52.522778
BR-0416;heliport;Destro Macro Heliport;3071.0;SA;BR;BR-PR;Curitiba;SDML;PR0104;-25.558389, -49.303659
BR-0417;heliport;Continental Tower Helipad;2835.0;SA;BR;BR-SP;São Paulo;SDMN;SP0385;-23.601699, -46.699218
BR-0418;small_airport;Fazenda DIMEP Airport;2221.0;SA;BR;BR-SP;Itatinga;SDMP;SP0122;-23.138611, -48.495278
BR-0419;heliport;Agéo Fazenda Capitão do Mato Heliport;4242.0;SA;BR;BR-MG;Nova Lima;SDNF;MG0218;-20.16056, -43.923397
BR-0420;heliport;Fazenda São João Heliport;1854.0;SA;BR;BR-SP;Jaú;SDNG;SP0388;-22.418673, -48.600434
BR-0421;small_airport;Fazenda Furnas Airport;2126.0;SA;BR;BR-MT;Chapada dos Guimarães;SDNS;MT0048;-14.986382, -55.210278
BR-0422;small_airport;Aerorancho Airport;3563.0;SA;BR;BR-DF;Brasília;;;-15.68184, -47.769018
BR-0423;small_airport;Fazenda Guanabara Airport;2090.0;SA;BR;BR-MS;Rio Negro;SDNW;MS0042;-19.51719, -55.231771
BR-0424;small_airport;Fazenda Três Lagoas Airport;2717.0;SA;BR;BR-MG;Itapecerica;SSLK;MG0184;-20.405833, -44.997778
BR-0425;small_airport;Fazenda Vale Verde Airport;587.0;SA;BR;BR-RO;Vista Alegre do Abunã;SSLL;RO0048;-9.621389, -65.770278
BR-0426;small_airport;Fazenda Lagoa Clara Airport;1385.0;SA;BR;BR-BA;São Desidério;;;-12.79711, -44.72025
BR-0427;heliport;Palazzo Lumini Helipad;3492.0;SA;BR;BR-PR;Curitiba;SSLU;PR0141;-25.43985, -49.342342
BR-0428;small_airport;Fazenda Santa Lydia Airstrip;1004.0;SA;BR;BR-PR;Diamante do Norte;SSLX;PR0084;-22.633037, -52.808518
BR-0429;heliport;Spasse Helipad;1982.0;SA;BR;BR-SP;Ribeirão Preto;SSMA;SP0760;-21.20152, -47.796229
BR-0430;heliport;Maremanga Heliport;10.0;SA;BR;BR-BA;Salvador;SSMD;BA0220;-12.763409, -38.643784
BR-0431;small_airport;Fazenda São Miguel Airport;2208.0;SA;BR;BR-MT;Campo Verde;SSMI;MT0297;-15.35926, -54.979972
BR-0432;small_airport;Comandante Jorge Mello Airport;1486.0;SA;BR;BR-BA;Bom Jesus da Lapa;SSML;BA0160;-13.196667, -43.635556
BR-0433;heliport;Fazenda Igurê Helipad;2451.0;SA;BR;BR-SP;Gália;SWXY;SP0855;-22.251697, -49.60542
BR-0434;small_airport;Fazenda Colorado Airport;928.0;SA;BR;BR-GO;Aruanã;SDLW;GO0040;-14.981989, -50.849584
BR-0435;heliport;Metropolitan Helipad;2976.0;SA;BR;BR-GO;Goiânia;SSMN;GO0170;-16.704961, -49.240892
BR-0436;heliport;Supermercados BH Helipad;2907.0;SA;BR;BR-MG;Contagem;SSMS;MG0269;-19.865664, -44.030805
